,START_DATE,END_DATE,DASHBOARD_ID,QUERY_ID
0,2020-08-10,2025-01-10,292,3852
1,2020-08-10,2025-01-10,292,3852
2,2020-08-10,2025-01-10,292,3852
3,2020-08-10,2025-01-10,292,3852
4,2020-08-10,2025-01-10,292,3852
5,2020-08-10,2025-01-10,292,3852
6,2020-08-10,2025-01-10,292,3852
7,2020-08-10,2025-01-10,292,3852
8,2020-08-10,2025-01-12,292,3852
9,2020-08-10,2025-01-12,292,3852
10,2020-08-10,2025-01-12,292,3852
11,2020-08-10,2025-01-12,292,3852
12,2020-08-10,2025-01-12,292,3852
13,2020-08-10,2025-01-12,292,3852
14,2020-08-10,2025-01-12,292,3852
15,2020-08-10,2025-01-12,292,3852
16,2020-08-10,2025-01-12,292,3480
17,2020-08-10,2025-01-17,292,3480
18,2020-08-10,2025-01-18,292,3852
19,2020-08-10,2025-01-18,292,3852
20,2020-08-10,2025-01-18,292,3852
21,2020-08-10,2025-01-18,292,3852
22,2020-08-10,2025-01-18,292,3852
23,2020-08-10,2025-01-18,292,3852
24,2020-08-10,2025-01-18,292,3852
25,2020-08-10,2025-01-18,292,3852
26,2020-08-10,2025-01-18,292,3480
27,2020-08-10,2025-01-19,292,3852
28,2020-08-10,2025-01-19,292,3852
29,2020-08-10,2025-01-19,292,3852
30,2020-08-10,2025-01-19,292,3852
31,2020-08-10,2025-01-19,292,3852
32,2020-08-10,2025-01-19,292,3852
33,2020-08-10,2025-01-19,292,3852
34,2020-08-10,2025-01-19,292,3852
35,2020-08-10,2025-01-19,292,3480
36,2020-08-10,2025-01-20,292,3852
37,2020-08-10,2025-01-20,292,3852
38,2020-08-10,2025-01-20,292,3852
39,2020-08-10,2025-01-20,292,3852
40,2020-08-10,2025-01-20,292,3852
41,2020-08-10,2025-01-20,292,3852
42,2020-08-10,2025-01-20,292,3852
43,2020-08-10,2025-01-20,292,3852
44,2020-08-10,2025-01-20,292,3480
45,2020-08-10,2025-01-30,292,3852
46,2020-08-10,2025-01-30,292,3852
47,2020-08-10,2025-01-30,292,3852
48,2020-08-10,2025-01-30,292,3852
49,2020-08-10,2025-01-30,292,3852
50,2020-08-10,2025-01-30,292,3852
51,2020-08-10,2025-01-30,292,3852
52,2020-08-10,2025-01-30,292,3852
53,2020-08-10,2025-01-30,292,3480
54,2020-08-10,2025-01-31,292,3852
55,2020-08-10,2025-01-31,292,3852
56,2020-08-10,2025-01-31,292,3852
57,2020-08-10,2025-01-31,292,3852
58,2020-08-10,2025-01-31,292,3852
59,2020-08-10,2025-01-31,292,3852
60,2020-08-10,2025-01-31,292,3852
61,2020-08-10,2025-01-31,292,3852
62,2020-08-10,2025-01-31,292,3480
63,2020-08-10,2025-02-01,292,3852
64,2020-08-10,2025-02-01,292,3852
65,2020-08-10,2025-02-01,292,3852
66,2020-08-10,2025-02-01,292,3852
67,2020-08-10,2025-02-01,292,3852
68,2020-08-10,2025-02-01,292,3852
69,2020-08-10,2025-02-01,292,3852
70,2020-08-10,2025-02-01,292,3852
71,2020-08-10,2025-02-01,292,3480
72,2020-08-10,2025-02-02,292,3852
73,2020-08-10,2025-02-02,292,3852
74,2020-08-10,2025-02-02,292,3852
75,2020-08-10,2025-02-02,292,3852
76,2020-08-10,2025-02-02,292,3852
77,2020-08-10,2025-02-02,292,3852
78,2020-08-10,2025-02-02,292,3852
79,2020-08-10,2025-02-02,292,3852
80,2020-08-10,2025-02-02,292,3480
81,2020-08-10,2025-02-03,292,3852
82,2020-08-10,2025-02-03,292,3852
83,2020-08-10,2025-02-03,292,3852
84,2020-08-10,2025-02-03,292,3852
85,2020-08-10,2025-02-03,292,3852
86,2020-08-10,2025-02-03,292,3852
87,2020-08-10,2025-02-03,292,3852
88,2020-08-10,2025-02-03,292,3852
89,2020-08-10,2025-02-03,292,3480
90,2020-08-10,2025-02-04,292,3852
91,2020-08-10,2025-02-04,292,3852
92,2020-08-10,2025-02-04,292,3852
93,2020-08-10,2025-02-04,292,3852
94,2020-08-10,2025-02-04,292,3852
95,2020-08-10,2025-02-04,292,3852
96,2020-08-10,2025-02-04,292,3852
97,2020-08-10,2025-02-04,292,3852
98,2020-08-10,2025-02-04,292,3480
99,2020-08-10,2025-02-05,292,3852
100,2020-08-10,2025-02-05,292,3852
101,2020-08-10,2025-02-05,292,3852
102,2020-08-10,2025-02-05,292,3852
103,2020-08-10,2025-02-05,292,3852
104,2020-08-10,2025-02-05,292,3852
105,2020-08-10,2025-02-05,292,3852
106,2020-08-10,2025-02-05,292,3852
107,2020-08-10,2025-02-05,292,3480
108,2020-08-10,2025-02-06,292,3852
109,2020-08-10,2025-02-06,292,3852
110,2020-08-10,2025-02-06,292,3852
111,2020-08-10,2025-02-06,292,3852
112,2020-08-10,2025-02-06,292,3852
113,2020-08-10,2025-02-06,292,3852
114,2020-08-10,2025-02-06,292,3852
115,2020-08-10,2025-02-06,292,3852
116,2020-08-10,2025-02-06,292,3480
